symbol,subject,file,details,datetime
DLF,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_22052026160352_DLF.pdf,"Kushal Pal Singh has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-05 15:37:41+05:30
AXISBANK,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_22052026162514_AXISBANK1.pdf,"Life Insurance Corporation Of India has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-05 15:47:10+05:30
TVSMOTOR,Press Release,https://nsearchives.nseindia.com/corporate/TVSMOTOR_05062026160114_BSENSEPRESSRELEASESD.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated Jun 05, 2026, titled ""TVS HLX CROSSES 5 MILLION IN GLOBAL SALES"".",2026-06-05 16:01:37+05:30
NESTLEIND,Shareholders meeting,https://nsearchives.nseindia.com/corporate/NESTLEIND1_05062026155649_Noticeof67thAGM.pdf,Nestle India Limited has informed the Exchange regarding Notice of 67th Annual General Meeting scheduled to be held on 3rd July 2026 at 10:30 A.M. (IST),2026-06-05 15:57:30+05:30
HINDZINC,News Verification,-,The Exchange has sought clarification from Hindustan Zinc Limited with respect to recent news item captioned Hindustan Zinc stock crashes over 4% today on report of possible government stake sale; among top largecap losers.  The response from the Company is awaited.,2026-06-05 16:09:07+05:30
CUMMINSIND,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CUMMINSIND_05062026164043_ScheduleofAnalystscall_Signed.pdf,Cummins India Limited has informed the Exchange about Schedule of Analyst/ Investor meet,2026-06-05 16:40:58+05:30
INDHOTEL,Updates,https://nsearchives.nseindia.com/corporate/farzana_billimoria_ihcltata_co_05062026165422_NonEmailCasesCoverLetter.pdf,The Indian Hotels Company Limited has informed the Exchange regarding 'letters to the Shareholders whose e-mail addresses are not registered with Company/RTA/DPs'.,2026-06-05 16:54:45+05:30
TATASTEEL,News Verification,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_05062026173010_NSE.pdf,The Exchange has sought clarification from Tata Steel Limited with respect to recent news item captioned Fire causes substantial damage at Tata Steel UKs plant in Wales.  The response from the Company is attached.,2026-06-05 17:30:46+05:30
IOC,Change in Director(s),https://nsearchives.nseindia.com/corporate/IOC_05062026172654_Reg_30_Appointment_of_Nominee_Director_A_Amarnath_S.pdf,Indian Oil Corporation Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-05 17:27:06+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_05062026173644_AnalystPresentation05062026Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-06-05 17:38:09+05:30
HINDZINC,News Verification,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_05062026174941_SE_Disclosure_-_Rumour_verification.pdf,The Exchange has sought clarification from Hindustan Zinc Limited with respect to recent news item captioned Hindustan Zinc stock crashes over 4% today on report of possible government stake sale; among top largecap losers.  The response from the Company is attached.,2026-06-05 17:49:56+05:30
PIDILITIND,Updates,https://nsearchives.nseindia.com/corporate/Nisha_05062026175412_SEIntimationKYCupdationJune2026finalsigned.pdf,"Pidilite Industries Limited has informed the Exchange regarding 'Intimation to shareholders holding shares in physical mode regarding mandatory furnishing of PAN, KYC and Bank details as per SEBI Master Circular dated February 06, 2026 '.",2026-06-05 17:55:39+05:30
GRASIM,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_01062026154920_BGH.pdf,"Birla Group Holdings Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",2026-06-05 17:59:46+05:30
JIOFIN,Updates,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_05062026180843_Update.pdf,"This is further to the disclosure dated June 2, 2026 made by the Company. We wish to inform you that the Company executives participated in the Institutional Investors Meeting",2026-06-05 18:09:06+05:30
HINDALCO,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_01062026163240_4.pdf,"Birla Group Holdings Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-05 18:30:04+05:30
TRENT,Allotment of Securities,https://nsearchives.nseindia.com/corporate/TRENT_05062026184053_SE_intimation_-_Bonus_Allotment.pdf,Trent Limited has informed the Exchange regarding Allotment of bonus equity shares,2026-06-05 18:41:29+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_05062026184022_Release5May2026.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech Climate Action Grant in the Americas awards $1 million to advance scalable climate solutions in its third edition .,2026-06-05 18:40:41+05:30
RELIANCE,Updates,https://nsearchives.nseindia.com/corporate/kavinavora_05062026184554_SE_05062026.pdf,"This is further to the disclosure dated June 2, 2026 made by the Company. We wish to inform you that the Company executives participated in the Institutional Investors' Meeting - Citi India Conference 2026 and no unpublished price sensitive information was shared/discussed in the said one-on-one meeting.",2026-06-05 18:46:43+05:30
INDIGO,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Indigo1_05062026184324_Investor_Meet_Schedule_05062026.pdf,InterGlobe Aviation Limited has informed the Exchange about Schedule of meet,2026-06-05 18:49:54+05:30
HINDUNILVR,General Updates,https://nsearchives.nseindia.com/corporate/HINDUNILVR_05062026192403_SEIntimationLettertoShareholderssigned.pdf,Letter to the Shareholders - Annual Report FY 2025-26,2026-06-05 19:25:32+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_05062026193942_ConclusionofAnalystMeet05062026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Outcome of Analyst/Investor Meeting,2026-06-05 19:42:29+05:30
ADANIPORTS,General Updates,https://nsearchives.nseindia.com/corporate/rkbhagia_05062026200736_SEINTIMATION.pdf,Adani Ports and Special Economic Zone Limited has informed the Exchange about Incorporation of step-down subsidiary.,2026-06-05 20:07:46+05:30
ADANIENT,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/ADANIENT_05062026201643_AELIntimation05062026.pdf,Adani Enterprises Limited has informed the Exchange about Schedule of meet,2026-06-05 20:17:00+05:30
CANBK,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/CANBK_05062026203903_LetterSdd.pdf,Canara Bank has informed the Exchange about Action(s) taken or orders passed,2026-06-05 20:39:12+05:30
NESTLEIND,General Updates,https://nsearchives.nseindia.com/corporate/NESTLEIND1_05062026220621_Nestle_India_BRSR_2025-26.pdf,Nestle India Limited has informed the Exchange about Business Responsibility and Sustainability Report for the financial year ended 31st March 2026,2026-06-05 22:06:57+05:30
LT,Shareholders meeting,https://nsearchives.nseindia.com/corporate/PAM_05062026212803_OutcomeAGM2026.pdf,"Larsen & Toubro Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 05, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",2026-06-05 21:28:38+05:30
TMCV,General Updates,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_06062026225708_NSEBSELETTERTOSH.pdf,Tata Motors Limited has informed the Exchange about physical letters sent to the shareholders of the Company.,2026-06-06 22:57:27+05:30
NTPC,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/NTPC_07062026131057_20260607_NEWSPAPERPUBLICATION_STEX.pdf,NTPC Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-07 13:11:14+05:30
TMCV,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_07062026175712_NSEBSELETTERNEWS.pdf,Tata Motors Limited has informed the Exchange about Copy of Newspaper Publication for e-voting information for the 2nd Annual General Meeting of the Company.,2026-06-07 17:57:41+05:30
INDIGO,Investor Presentation,https://nsearchives.nseindia.com/corporate/Indigo1_08062026091200_Analyst_Meet_Presentation_08062026.pdf,InterGlobe Aviation Limited has informed the Exchange about Investor Presentation,2026-06-08 09:13:28+05:30
ADANIPORTS,Updates,https://nsearchives.nseindia.com/corporate/rkbhagia_08062026093217_APSEZSE08062026.pdf,Adani Ports and Special Economic Zone Limited has informed the Exchange regarding 'APSEZ Secures 10-Year Marine Services for Argentina's First LNG Export to India'.,2026-06-08 09:32:29+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_08062026112302_PR_08Jun26_signed.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS wins multimillion-euro AI powered services transformation deal with Canada Life'.,2026-06-08 11:30:29+05:30
KOTAKBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/KOTAK_08062026121945_SEIntimationAnalystInvestorMeetJune1516.pdf,Kotak Mahindra Bank Limited has informed the Exchange about Schedule of meet,2026-06-08 12:20:22+05:30
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CGPOWER_08062026122359_Intimation_of_Analyst_call_18_26_06_2026.pdf,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,2026-06-08 12:27:25+05:30
MOTHERSON,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_08062026123043_STX_Investor_Meet.pdf,"Samvardhana Motherson International Limited has submitted with the Stock Exchange regarding schedule of Investor meet to be held on June 12, 2026.",2026-06-08 12:31:24+05:30
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CGPOWER_08062026122317_Intimation_of_Analyst_call_18_26_06_2026.pdf,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,2026-06-08 12:27:25+05:30
HINDZINC,General Updates,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_08062026125107_SEintimationzinquest.pdf,Hindustan Zinc Limited has informed the Exchange about General Updates,2026-06-08 12:51:16+05:30
SHRIRAMFIN,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/Mathew_08062026124925_NSEBSEallotmentofESOSJune2026.pdf,"Shriram Finance Limited has informed the Exchange regarding Allotment of 84,560 Equity shares on exercise of Fresh Stock Options under SFL ESOS 2023 (No.1)",2026-06-08 12:49:38+05:30
MOTHERSON,Press Release,https://nsearchives.nseindia.com/corporate/MOTHERSON_08062026131650_SE_Disclosure_-_Press_Release_SAMIL.pdf,"Samvardhana Motherson International Limited has submitted a Press Release with the Stock Exchange titled Motherson has commissioned its first captive solar project in Uttar Pradesh, India, marking a step forward in industrial decarbonization.",2026-06-08 13:17:19+05:30
HDFCAMC,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/DEEPTI_08062026152049_NSEBSE_23.pdf,HDFC Asset Management Company Limited has informed the Exchange about Schedule of meet,2026-06-08 15:22:42+05:30
TATASTEEL,General Updates,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_08062026153230_BSENSE.pdf,Tata Steel Limited has informed the Exchange about Intimation to the holders of physical shares to furnish KYC details.,2026-06-08 15:34:18+05:30
TITAN,Updates,https://nsearchives.nseindia.com/corporate/TITAN_08062026160350_SECPRedemption08062026.pdf,Titan Company Limited has informed the Exchange regarding 'Redemption of Commercial Paper'.,2026-06-08 16:04:07+05:30
RELIANCE,Updates,https://nsearchives.nseindia.com/corporate/kavinavora_08062026155811_RIL_SELetter_080626.pdf,Reliance Industries Limited has informed the Exchange regarding 'Presentation on Item Nos. 6 and 7 of the notice of the 49th Annual General Meeting (Post-IPO) of the Company'.,2026-06-08 16:08:26+05:30
INDHOTEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/farzana_billimoria_ihcltata_co_08062026162112_AnalystMeetIntimationJune82026.pdf,The Indian Hotels Company Limited has informed the Exchange about Schedule of meet,2026-06-08 16:21:34+05:30
PNB,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/pnb2_08062026164114_Intimation_Analystmeet_08062026_DS.pdf,Punjab National Bank has informed the Exchange about Schedule of meet,2026-06-08 16:41:30+05:30
PNB,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/pnb2_08062026164054_Intimation_Analystmeet_08062026_DS.pdf,Punjab National Bank has informed the Exchange about Schedule of meet,2026-06-08 16:41:30+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_08062026172939_Release8June2026.pdf,"HCL Technologies Limited has informed the Exchange regarding 'Release ""HCLTech launches AI Innovation Zone in collaboration with Google Cloud"".",2026-06-08 17:31:03+05:30
JIOFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_08062026180603_SF_.pdf,"Please note that the Company executives will be participating in the Institutional Investors' Meeting organised by a third party on June 11, 2026",2026-06-08 18:07:05+05:30
GRASIM,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/GRASIM_08062026181927_SEintimation.pdf,"Grasim Industries Limited has informed the Exchange that the Board of Directors, at its meeting held today, i.e. 8th June 2026, has approved capex of Rs. 3,094 Crore to expand Lyocell, third-generation Cellulosic Staple Fibre (CSF), capacity at Harihar, Karnataka.",2026-06-08 18:20:18+05:30
JIOFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_08062026181731_Boston_.pdf,"Please note that the Company executives will be participating in the Institutional Investors' Meeting organised by a third party on June 12, 2026",2026-06-08 18:20:06+05:30
GRASIM,General Updates,https://nsearchives.nseindia.com/corporate/GRASIM_08062026182807_SEintimation.pdf,"Grasim Industries Limited has informed the Exchange that the Board of Directors, at its meeting held today, i.e. 8th June 2026, has approved capex of Rs. 3,094 Crore to expand Lyocell, third-generation Cellulosic Staple Fibre (CSF), capacity at Harihar, Karnataka.",2026-06-08 18:28:14+05:30
ADANIENT,Updates,https://nsearchives.nseindia.com/corporate/ADANIENT_08062026184256_AAHLAcquisitionAgreement.pdf,"Adani Enterprises Limited has informed the Exchange regarding 'Intimation Of Entering To Into An Agreement For Acquisition Of 100% Equity Share Capital Of Portus Ventures Private Limited By Adani Airport City Limited, A Wholly Owned Step-Down Subsidiary Of The Company'.",2026-06-08 18:43:10+05:30
WIPRO,Updates,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_08062026190438_SEIntimation08062026.pdf,Wipro Limited has informed the Exchange regarding 'Grant of Restricted Stock Units'.,2026-06-08 19:04:56+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_08062026191040_PR_08Jun26_signed1.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Launches Dedicated Business Unit to Help Enterprises Build AI-Native Global Capability Centres (GCCs)'.,2026-06-08 19:10:59+05:30
DMART,General Updates,https://nsearchives.nseindia.com/corporate/DMART_08062026191619_InvestmentinAEL08062026.pdf,Avenue Supermarts Limited has informed the Exchange about Investment in Subsidiary Company,2026-06-08 19:16:44+05:30
MAZDOCK,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_30042026164151_MAZDOCK.pdf,"Mazagon Dock Shipbuilders Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-08 19:35:01+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_08062026195405_AnalystPresentation08062026Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-06-08 19:55:33+05:30
BAJAJFINSV,Updates,https://nsearchives.nseindia.com/corporate/BAJAJFINSV_08062026200443_BFSSEPROVISIONALNUMBERMAY2026.pdf,Bajaj Finserv Limited has informed the Exchange regarding 'information pertaining to the unlisted insurance subsidiaries of the Company'.,2026-06-08 20:05:02+05:30
EICHERMOT,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/EICHERMOT_08062026200631_EMLIntimationofscheduleofinvestormeetSigned.pdf,Eicher Motors Limited has informed the Exchange about Schedule of meet,2026-06-08 20:06:39+05:30
CHOLAFIN,Allotment of Securities,https://nsearchives.nseindia.com/corporate/lakshmits_08062026201339_Intimation_AllotmentESOP_47410shs_8Jun2026.pdf,"Cholamandalam Investment and Finance Company Limited has informed the Exchange regarding allotment of 47410 securities pursuant to exercise of ESOP on 8th June, 2026.",2026-06-08 20:20:12+05:30
SBILIFE,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBILIFE_08062026203045_Intimation08062026.pdf,SBI Life Insurance Company Limited has informed the Exchange about Schedule of meet,2026-06-08 20:31:01+05:30
ULTRACEMCO,Change in Director(s),https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_08062026204525_SEIntimation_Alka_Bharucha.pdf,UltraTech Cement Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-08 20:45:57+05:30
BRITANNIA,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/BRITANNIA1_08062026214029_Intimation_signed.pdf,"Pursuant to Regulation 30 read with Clause 15 of Para A of Part A of Schedule III of the SEBI Listing Regulations, 2015, this is to inform you that a one-to-one meet with an Institutional Investor is scheduled on Friday, 12th June, 2026 at 11:00 A.M. IST at the Executive Office of the Company situated at Prestige Shantiniketan, the Business Precinct, Tower C, 17th Floor,                            Whitefield Main Road, Mahadevapura Post, Bengaluru   560 048, Karnataka, India.",2026-06-08 21:41:00+05:30
CIPLA,General Updates,https://nsearchives.nseindia.com/corporate/CIPLA_08062026220309_TDS_Communication_to_members_signed.pdf,Cipla Limited has informed the Exchange about communication on tax deduction at source on final dividend for FY 2025-26.,2026-06-08 22:06:03+05:30
NTPC,Change in Management,https://nsearchives.nseindia.com/corporate/NTPC_08062026214848_20260608_STEX_APPOINTMENTOFED.pdf,NTPC Limited has informed the Exchange about change in Management,2026-06-08 21:49:08+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_08062026221021_SE_filing_Investor_conference_08062026.pdf,Infosys Limited has informed the Exchange regarding 'Investor Conference'.,2026-06-08 22:10:40+05:30
WIPRO,General Updates,https://nsearchives.nseindia.com/corporate/Cslogin_09062026060552_SEIntimationLoF09062026.pdf,"Wipro Limited has informed the Further to our letter dated May 25, 2026, we are enclosing herewith copy of the Letter of Offer and Tender Form in relation to the Buyback. The Letter of Offer and Tender Form will also be available on the website of the Company at https://www.wipro.com/investors/buy-back/.",2026-06-09 06:06:17+05:30
JSWSTEEL,Press Release,https://nsearchives.nseindia.com/corporate/jessydenny_09062026092023_Production_Press_Release_May_26.pdf,"JSW Steel Limited has informed the Exchange regarding a press release dated Jun 09, 2026, titled ""JSW Steel reports Consolidated Crude Steel Production of 22.93 Lakh Tonnes for May 26"".",2026-06-09 09:20:33+05:30
ICICIBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ICICIBANK1_09062026103547_Lettertoexchange.pdf,ICICI Bank Limited has informed the Exchange regarding Allotment of 167403  Shares.,2026-06-09 10:35:57+05:30
JIOFIN,Updates,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_09062026105438_Update.pdf,"This is further to the disclosure dated June 3, 2026 made by the Company. We wish to inform you that the Company executives participated in the Institutional Investors Meeting",2026-06-09 10:57:02+05:30
TMPV,General Updates,https://nsearchives.nseindia.com/corporate/TATAMOTORSSJS_09062026111239_NSEBSETDSIntimation.pdf,Tata Motors Passenger Vehicles Limited has informed the Exchange about Communication to Shareholders   Intimation on Tax Deduction on Dividend.,2026-06-09 11:12:50+05:30
BAJAJFINSV,Change in Director(s),https://nsearchives.nseindia.com/corporate/BAJAJFINSV_09062026111912_BFSNONCONTRAJIVBAJAJ9062026.pdf,Bajaj Finserv Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-09 11:19:42+05:30
ADANIENSOL,General Updates,https://nsearchives.nseindia.com/corporate/ADANITRANS_09062026125607_AESL_-_Intellismart_Intimation.pdf,Adani Energy Solutions Limited has informed the Exchange about Signing the Securities Purchase and Subscription Agreement for Acquisition of 100% Equity Shares of Intellismart Infrastructure Private Limited,2026-06-09 12:56:17+05:30
MOTHERSON,General Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_09062026125706_Disclosure.pdf,"Samvardhana Motherson International Limited has submitted with the Stock Exchange a disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",2026-06-09 12:57:15+05:30
ADANIENSOL,Press Release,https://nsearchives.nseindia.com/corporate/ADANITRANS_09062026131429_Media_Release_-_Intellismart_Intimation.pdf,"Adani Energy Solutions Limited has informed the Exchange regarding a press release dated Jun 09, 2026, titled ""Adani Energy Solutions to acquire IntelliSmart, one of India s largest smart meter players"".",2026-06-09 13:14:39+05:30
BAJAJ-AUTO,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_09062026132935_Order_in_Appeal_intimation_for_Assam_FY_21-22.pdf,Bajaj Auto Limited has informed the Exchange about Action(s) taken or orders passed,2026-06-09 13:29:45+05:30
CANBK,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/CANBK_09062026133743_LetterSd.pdf,Canara Bank has informed the Exchange about Copy of Newspaper Publication,2026-06-09 13:37:52+05:30
CUMMINSIND,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CUMMINSIND_09062026141647_ScheduleofAnalystscall_1_Signed.pdf,Cummins India Limited has informed the Exchange about Schedule of Analyst / Investor meet,2026-06-09 14:21:26+05:30
ULTRACEMCO,Updates,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_09062026143358_Corporate_Dossier_-_UTCL.pdf,UltraTech Cement Limited has informed the Exchange regarding 'Corporate Dossier of UltraTech Cement Limited'.,2026-06-09 14:34:42+05:30
M&M,General Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_09062026143501_MonthlyReportMay2026.pdf,"M&M: Mahindra & Mahindra Limited has informed the Exchange about Production, Sales and Export figures for the month of May 2026",2026-06-09 14:35:53+05:30
HINDALCO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/HINDALCOIND_09062026144100_SE_intimation_loss_of_shares_certificate_signed.pdf,Newspaper Advertisement   Public Notice regarding Loss of Share Certificates.,2026-06-09 14:41:21+05:30
ENRIN,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/ENRIN_09062026152026_Reg30PCTL090626signed.pdf,Siemens Energy India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome,2026-06-09 15:22:16+05:30
BHARTIARTL,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/BHARTIARTL_09062026160111_BAL_Disclosure_-_Reg_30_material_litigation_sgd.pdf,Bharti Airtel Limited has informed the Exchange about update on Material litigation.,2026-06-09 16:01:46+05:30
HYUNDAI,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HMILNSE_09062026163132_FinalInvestorCall.pdf,Hyundai Motor India Limited has informed the Exchange about Schedule of meet,2026-06-09 16:31:47+05:30
VEDL,Updates,https://nsearchives.nseindia.com/corporate/VEDL_09062026163050_VEDLSEIntimationMELNameChangefinalsinged.pdf,"Vedanta Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended ( SEBI Listing Regulations )'.",2026-06-09 16:31:20+05:30
TITAN,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/TITAN_09062026163104_SEnewspaperadforIEPF.pdf,Titan Company Limited has informed the Exchange about Copy of Newspaper Publication for Transfer of Equity Shares to the IEPF account.,2026-06-09 16:31:17+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_09062026174440_Release9June2026.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech launches Cybersecurity Fusion Center in Mississauga to strengthen Canada s digital resilience .,2026-06-09 17:44:51+05:30
JINDALSTEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/JINDALSTEL_09062026174724_stx_signed.pdf,JINDAL STEEL LIMITED has informed the Exchange about Schedule of meet,2026-06-09 17:47:43+05:30
DMART,Trading Window,https://nsearchives.nseindia.com/corporate/DMART_09062026175102_ASLClosureofTradingWindowJune_2026.pdf,"Avenue Supermarts Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-09 17:51:31+05:30
TITAN,Updates,https://nsearchives.nseindia.com/corporate/TITAN_09062026175825_SEtdividendtax2026.pdf,Titan Company Limited has informed the Exchange regarding 'Communication to Shareholders - Intimation on Tax Deduction on Dividend'.,2026-06-09 17:59:17+05:30
ULTRACEMCO,Updates,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_09062026175432_Corporate_Dossier_-_UTCL.pdf,UltraTech Cement Limited has informed the Exchange regarding 'Corporate Dossier of UltraTech Cement Limited'.,2026-06-09 17:54:46+05:30
JSWSTEEL,Updates,https://nsearchives.nseindia.com/corporate/jessydenny_09062026180617_SEIntimationTDSCommunication_final.pdf,JSW Steel Limited has informed the Exchange regarding 'Communication to Shareholders  Dividend for FY 2025-26   Intimation on Tax Deduction at Source'.,2026-06-09 18:06:36+05:30
DMART,General Updates,https://nsearchives.nseindia.com/corporate/DMART_09062026180124_CPAllotmentIntimation09062026.pdf,Avenue Supermarts Limited has informed the Exchange about allotment of Commercial Paper of Rs. 300 crores,2026-06-09 18:02:16+05:30
ZYDUSLIFE,General Updates,https://nsearchives.nseindia.com/corporate/Cadilahc_09062026180943_Demanddropped09062026.pdf,Zydus Lifesciences Limited has informed the Exchange about General Updates,2026-06-09 18:11:01+05:30
TCS,Shareholders meeting,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_09062026181239_AGM_Outcome_Intimation.pdf,"Tata Consultancy Services Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on June 9, 2026. Further, the company has submitted the Exchange a copy of Scrutinizers report along with voting results.",2026-06-09 18:12:48+05:30
TATASTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_09062026183609_BSENSE_Signed.pdf,Tata Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-09 18:39:33+05:30
AXISBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/AXISBANK1_09062026191344_SE09062026.pdf,Axis Bank Limited has informed the Exchange regarding Allotment of 194943  Shares.,2026-06-09 19:14:26+05:30
TCS,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_09062026192418_SEInt09062026_signed.pdf,Tata Consultancy Services Limited has informed the Exchange about Schedule of meet,2026-06-09 19:24:29+05:30
CIPLA,General Updates,https://nsearchives.nseindia.com/corporate/CIPLA_09062026193512_SE_Intimation_-_Corrigendum_signed.pdf,"Cipla Limited has informed the Exchange about corrigendum to the intimation dated 1st June, 2026 regarding  Notice of the 90th Annual General Meeting ( AGM ) along with Integrated Annual Report for FY 2025-26",2026-06-09 19:36:18+05:30
